שם הרשות,שנה,סמל הרשות,מחוז,מרחק מגבול מחוז תל אביב,שנת קבלת מעמד מוניציפלי,מספר חברי מועצה,רמה חברתית-כלכלית (10 הגבוה ביותר),"סה""כ אוכלוסייה בסוף (אלפים)",יהודים ואחרים (אחוז),ערבים (אחוז),"סה""כ גברים בסוף (אלפים)","סה""כ נשים בסוף (אלפים)",יחס תלות (אחוזים),ריבוי טבעי לאלף תושבים,"מאזן הגירה - סה""כ",אחוז עולי 1990+ מסך האוכלוסייה,אחוז גידול האוכלוסייה,"נכנסים מיישובים אחרים - סה""כ",נכנסים מיישובים אחרים - גברים,נכנסים מיישובים אחרים - נשים,נכנסים מיישובים אחרים - גיל 29-15,"יוצאים ליישובים אחרים - סה""כ",יוצאים ליישובים אחרים - גברים,יוצאים ליישובים אחרים - נשים,יוצאים ליישובים אחרים - גיל 29-15,"מקבלי דמי אבטלה - סה""כ (ממוצע חודשי)",מקבלי דמי אבטלה - גברים,גיל ממוצע של מקבלי דמי אבטלה (לא כולל חיילים),"מקבלי גמלת הבטחת הכנסה (נפשות, במשך השנה)","שכר חודשי ממוצע של שכיר במשך השנה (ש""ח)","שכר חודשי ממוצע של גברים שכירים במשך השנה (ש""ח)","שכר חודשי ממוצע של נשים שכירות במשך השנה (ש""ח)",אחוז שינוי ראלי שנה קודמת של שכר חודשי ממוצע של שכיר במשך השנה,אחוז שינוי ראלי שנה קודמת של שכר חודשי ממוצע של גברים שכירים במשך השנה,אחוז שינוי ראלי שנה קודמת של שכר חודשי ממוצע של נשים שכירות במשך השנה,מספר השכירים,אחוז השכירים המשתכרים עד שכר מינימום,מספר העצמאים,"הכנסה חודשית ממוצעת של עצמאי במשך השנה (ש""ח)",אחוז שינוי ראלי של הכנסה חודשית ממוצעת של עצמאי במשך השנה,אחוז העצמאים המשתכרים עד מחצית השכר הממוצע,"מדד אי-השוויון - שכירים (מדד ג'יני, 0 שוויון מלא)","בתי ספר - סה""כ -","כיתות - סה""כ","תלמידים - סה""כ","ממוצע תלמידים לכיתה - סה""כ",אחוז זכאים לתעודת בגרות מבין תלמידי כיתות יב,אחוז זכאים לתעודת בגרות שעמדו בדרישות הסף של האוניברסיטאות מבין תלמידי כיתות יב,"תקבולי מים (אלפי מ""ק)","התחלה של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - אורך (ק""מ)","התחלה של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - שטח (אלפי מ""ר)","התחלה של הנחת צינורות מים (ק""מ)","התחלה של הנחת צינורות ביוב (ק""מ)","התחלה של הנחת צינורות תיעול (ק""מ)","גמר של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - אורך (ק""מ)","גמר של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - שטח (אלפי מ""ר)","גמר של הנחת צינורות מים (ק""מ)","גמר של הנחת צינורות ביוב (ק""מ)","גמר של הנחת צינורות תיעול (ק""מ)","מכוניות פרטיות - סה""כ",גיל ממוצע של רכב פרטי (שנים),"תאונות דרכים עם נפגעים - שיעור ל-1,000 תושבים","תאונות דרכים עם נפגעים - שיעור ל-1,000 כלי רכב","מדד קומפקטיות אשכול (מ-1 עד 10, 1 הגבוה ביותר)",אשכול פריפריאליות,מדדים סובייקטיביים - שביעות רצון משירות שקיבלו מהעירייה- מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מתפקוד העירייה - מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מפרקים ושטחים ירוקים באזור המגורים - מרוצים - סך הכל (באחוזים),"אחוז התושבים בני 20 ומעלה המרגישים ""בטוח"" ו""בטוח מאוד"" ללכת בחשכה באזור המגורים",פונים לרשות המקומית (אחוזים),"סך כולל הכנסות של הרשות (אלפי ש""ח)",סך כולל הכנסות של הרשות - אחוז שינוי ראלי,"סה""כ הכנסות של הרשות מן התקציב הרגיל (אלפי ש""ח)","סה""כ השתתפות הממשלה בהכנסות של הרשות (אלפי ש""ח)","סה""כ השתתפות הממשלה בהכנסות של הרשות - אחוז שינוי ראלי","סה""כ הכנסות של הרשות מתקציב בלתי רגיל (אלפי ש""ח)","סך כולל הוצאות של הרשות (אלפי ש""ח)",סך כולל הוצאות של הרשות - אחוז שינוי ראלי,"הוצאות של הרשות לפעולות (אלפי ש""ח)","הוצאות של הרשות לפירעון מלוות (אלפי ש""ח)","הוצאות מימון של הרשות (אלפי ש""ח)","סה""כ הוצאות של הרשות בתקציב בלתי רגיל (אלפי ש""ח)","עודף / גירעון בתקציב הרגיל - תקציבי (אלפי ש""ח)","עודף / גירעון בתקציב הרגיל - שנתי (אלפי ש""ח)","גירעון מצטבר בסוף שנה (אלפי ש""ח)","חיוב ארנונה סך הכל (שטח באלפי מ""ר) שנה קודמת","חיוב ארנונה למגורים (שטח באלפי מ""ר) שנה קודמת","חיוב ארנונה לעסקים (שטח באלפי מ""ר) שנה קודמת","חיוב ארנונה סך הכל (שטח באלפי מ""ר) שנה נוכחית","חיוב ארנונה למגורים (שטח באלפי מ""ר) שנה נוכחית","חיוב ארנונה לעסקים (שטח באלפי מ""ר) שנה נוכחית","סה""כ שטח שיפוט בקמ""ר",מגורים - אחוז משטח השיפוט,חינוך והשכלה - אחוז משטח השיפוט,בריאות ורווחה - אחוז משטח השיפוט,שירותים ציבוריים - אחוז משטח השיפוט,"תרבות, פנאי, נופש וספורט - אחוז משטח השיפוט",מסחר - אחוז משטח השיפוט,תעשייה ותשתיות - אחוז משטח השיפוט,תחבורה - אחוז משטח השיפוט,מבנים חקלאיים - אחוז משטח השיפוט,שטח פתוח ציבורי - אחוז משטח השיפוט,יער וחורש - אחוז משטח השיפוט,"מטעים, פרדסים ועצי זית - אחוז משטח השיפוט",שדות מעובדים - אחוז משטח השיפוט,שטח פתוח אחר - אחוז משטח השיפוט,"צפיפות אוכלוסייה לשטח בנוי למגורים (נפשות לקמ""ר)"
ג'לג'וליה,2011,0627,המרכז,11.4,1957,9,2,9,-,100,4.4,4.3,"1,086",22.5,,-,0.7,53,18,35,26,78,29,49,41,18,14,42,197,"4,173","4,615","3,442",-1.1,-0.7,-2.3,"2,459",57.1,294,"5,732",6.1,53.7,0.3333,5,88,"2,384",27,38.5,27.4,"1,115",,,,,,,,,,,"1,924",10.9,0.9,3,3,7,,,,,,,,"38,302",-5.4,"36,191","26,893",8.6,"2,111","36,780",-5.1,"5,113",921,290,"1,293",704,704,"-5,825","1,090.7",167.3,9.3,"1,090.5",167.2,9.3,,,,,,,,,,,,,,,,
גן יבנה,2011,0166,המרכז,30,1950,11,6,21,99.7,-,10.2,10.3,842,14.7,,8.4,5.3,"1,137",575,562,208,662,335,327,193,161,57,41,321,"9,240","12,133","6,569",2.8,3.2,1.0,"8,543",30.9,741,"8,797",4.3,37.4,0.4052,7,136,"4,126",30,65.5,58.2,"1,652",,,,,,,,,,,"5,951",7.2,1,2.7,5,6,,,,,,,,"94,083",-5.1,"74,220","28,271",12.1,"19,863","92,661",-1.6,"24,482",749,587,"18,463",22,22,"-5,984","4,163.8",733.8,34.6,"4,177.9",775.1,42.8,,,,,,,,,,,,,,,,
גני תקווה,2011,0229,המרכז,1.4,1953,11,8,14,99.9,-,6.8,7.1,789,15.7,,4.9,4.5,736,373,363,132,532,269,263,149,109,44,44,73,"11,248","14,259","8,492",4.0,4.7,2.0,"6,210",30,570,"10,845",1.5,36.3,0.4678,7,82,"2,420",30,74.3,68.7,"1,070",,,,,,,,,,,"4,590",6.6,0.5,1.3,1,9,,,,,,,,"90,618",-19.9,"74,359","16,405",-1.7,"16,259","97,427",-5.5,"21,270","8,728",615,"21,224","-1,844","-1,844","-8,767","1,064.2",627.3,16.6,"1,082.2",643.2,17.9,,,,,,,,,,,,,,,,
ג'סר א-זרקא,2011,0541,חיפה,42.2,1963,11,1,13,-,100,6.4,6.6,"1,064",23.7,,-,1.9,28,10,18,11,73,24,49,28,97,68,41,904,"3,753","4,674","2,640",-9.0,2.9,-27.8,"4,502",56.8,120,"5,950",-1.8,51.7,0.2789,7,125,"3,382",27,36.4,17,864,,,,,,,,,,,"1,508",11.4,0.5,3.3,1,6,,,,,,,,"62,905",2.6,"54,178","41,296",5.3,"8,727","75,313",10.9,"20,981","3,948","1,887","8,126","-13,009","-13,009","-38,169",257.0,253.3,3.7,256.7,251.7,5.0,,,,,,,,,,,,,,,,
ג'ש (גוש חלב),2011,0487,הצפון,137.4,1963,7,5,3,-,100,1.5,1.5,844,16.9,,-,0.0,32,14,18,18,37,17,20,15,18,11,43,44,"6,161","7,339","4,915",4.7,7.0,1.7,"1,187",40.3,179,"7,688",-2.0,51.4,0.3721,..,24,617,26,63.4,53.7,171,,,,,,,,,,,849,8.7,0.3,0.9,1,3,,,,,,,,"15,352",-6,"13,981","9,927",3.4,"1,371","15,384",-6.7,"4,306",210,85,"1,424",21,21,-214,92.5,74.9,4.4,96.3,77.1,5.1,,,,,,,,,,,,,,,,
ג'ת,2011,0628,חיפה,..,,-,3,10,-,100,5.2,5.1,934,19.9,,-,0.2,38,17,21,14,52,14,38,33,..,..,..,70,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,..,..,..,..,..,..,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,.., .. ,..,..,..,..,..,..,,,,,,,,,,,,,,,,
דאלית אל-כרמל,2011,0494,חיפה,..,1951,13,3,16,-,100,8.1,7.8,677,14.6,,-,1.2,97,38,59,42,90,33,57,33,127,73,39,695,"5,504","7,191","3,257",-1.0,7.1,-17.2,"5,691",48.2,574,"5,301",5.7,56.4,0.3954,7,92,"2,311",25,36.8,23.7,"1,765",,,,,,,,,,,"4,196",8.0,0.6,1.7,..,..,,,,,,,,"69,725",-52.6,"58,564","31,412",-8.6,"11,161","100,674",-36.9,"22,939","4,765","4,109","9,425","-32,685","-32,685","-77,354",532.6,485.0,26.3,579.3,492.1,29.5,,,,,,,,,,,,,,,,
דבורייה,2011,0489,הצפון,89.8,1961,10,2,9,-,100,4.7,4.6,973,20.6,,-,2.2,50,12,38,35,62,24,38,32,55,36,40,673,"5,027","5,732","3,877",2.6,2.6,2.9,"2,828",48.1,348,"6,530",6.9,45.7,0.3620,4,87,"2,452",28,65.7,65,609,,,,,,,,,,,"2,107",9.1,0.6,2.2,3,4,,,,,,,,"40,814",-2.1,"33,275","23,510",-21.6,"7,539","41,764",-4,"5,278","2,876",148,"8,568",79,79,955,271.9,249.0,19.0,272.4,250.9,13.5,,,,,,,,,,,,,,,,
דייר אל-אסד,2011,0490,הצפון,..,,0,2,11,-,100,5.6,5.4,990,19.4,,-,3.1,51,20,31,29,56,12,44,43,38,26,40,550,"4,911","5,595","3,717",3.8,3.2,3.9,"3,380",46.6,308,"6,990",9.1,38.6,0.3317,5,91,"2,737",30,64.6,53.4,750,,,,,,,,,,,"2,269",9.4,1,3.9,..,..,,,,,,,,"48,108",-32.6,"40,111","30,235",-4.3,"7,997","51,445",-20.2,"5,734","1,022","1,490","9,356","-1,978","-1,978","-26,376",431.0,199.0,16.5,430.7,212.3,7.9,,,,,,,,,,,,,,,,
דייר חנא,2011,0492,הצפון,112.5,1975,10,3,9,-,100,4.7,4.6,899,18.4,,-,2.2,55,16,39,30,87,22,65,35,100,68,40,"1,097","4,652","5,316","3,626",4.8,4.2,4.7,"3,013",52.5,246,"5,762",-4.8,53.7,0.3473,4,74,"2,204",30,47.4,35.5,651,,,,,,,,,,,"2,061",10.9,0.9,3.2,3,4,,,,,,,,"43,448",0.3,"39,844","29,596",1.7,"3,604","43,283",-1.6,"6,469","4,028",380,"3,479",40,40,"-6,988",314.3,262.4,14.4,316.6,269.8,14.7,,,,,,,,,,,,,,,,
הר אדר,2011,3769,אזור יהודה והשומרון,45.4,1995,7,9,4,100,-,1.8,1.8,848,15.6,,4.9,5.7,242,132,110,40,181,87,94,45,21,9,42,..,"13,810","17,364","10,215",5.3,4.5,7.1,"1,533",24.3,150,"13,205",9.0,21.3,0.4566,..,13,435,33,83.3,75.9,299,,,,,,,,,,,"1,351",5.7,-,-,3,6,,,,,,,,"32,532",-7.1,"25,379","4,781",35.7,"7,153","38,945",46.7,"10,212",331,95,"14,035",469,469,813,231.9,184.4,0.5,227.8,195.3,0.4,,,,,,,,,,,,,,,,
זכרון יעקב,2011,9300,חיפה,48.2,1950,11,8,20,99.9,-,9.9,10.4,883,12.0,,9.5,3.9,"1,017",518,499,230,683,347,336,209,132,58,43,152,"12,173","17,029","7,638",7.2,7.8,4.2,"7,855",33.6,923,"9,943",-1.6,38.8,0.5239,15,175,"3,964",23,66.6,62,"1,962",,,,,,,,,,,"6,020",6.4,0.9,2.6,4,6,,,,,,,,"147,547",9.7,"118,198","23,437",11.2,"29,349","149,922",12.3,"43,398","7,594","1,019","30,707","-1,017","-1,017","-12,590","22,280.1",890.3,48.2,"22,308.8",928.7,51.3,,,,,,,,,,,,,,,,
זמר,2011,1290,המרכז,33.9,1988,10,3,6,-,100,3,2.9,922,18.4,,..,0.2,93,31,62,54,79,22,57,39,22,14,40,245,"5,138","6,049","3,588",-1.0,-1.5,0.8,"1,994",45.1,263,"5,827",-4.2,51,0.3369,4,57,"1,671",29,59.5,52.3,266,,,,,,,,,,,"1,496",10.4,1.2,3.5,7,6,,,,,,,,"27,915",-14.5,"21,458","13,644",-4.7,"6,457","28,178",-18.7,"6,744",687,95,"5,126","-1,594","-1,594","-1,857","8,794.5",199.4,5.0,"5,848.4",197.2,4.6,,,,,,,,,,,,,,,,
זרזיר,2011,0975,הצפון,82,1996,10,2,7,-,100,3.4,3.3,"1,025",26.6,,-,2.5,46,6,40,27,61,20,41,24,43,29,39,466,"4,490","5,432","2,773",1.2,7.1,-14.3,"2,031",51.3,90,"6,607",6.5,42.2,0.3250,5,70,"1,909",27,27.3,15.1,397,,,,,,,,,,,"1,392",10.7,0.8,3.1,8,5,,,,,,,,"28,979",1.7,"26,187","19,307",2.4,"2,792","28,589",-9.4,"5,223","2,297",151,"3,159",757,757,"-5,681",141.6,116.9,4.1,146.3,120.6,4.5,,,,,,,,,,,,,,,,
חורה,2011,1303,הדרום,95.3,1996,9,2,17,-,100,8.5,8.5,"1,802",28.1,,..,-2.7,108,48,60,43,27,14,13,16,39,32,35,"3,530","4,877","5,530","3,167",0.1,1.3,-6.4,"2,207",47.4,112,"5,408",-4.6,57.1,0.3315,13,204,"5,394",26,53.3,40.8,879,,,,,,,,,,,"1,095",10.9,0.1,1.2,6,4,,,,,,,,"88,077",-5.5,"70,589","54,973",8.3,"17,488","88,381",-6.3,"29,537","1,784",249,"17,252",-540,-540,"-4,882",194.5,145.2,7.4,312.9,216.0,15.2,,,,,,,,,,,,,,,,
חורפיש,2011,0496,הצפון,131.9,1967,10,3,6,-,100,2.9,2.8,848,17.4,,-,2.2,32,8,24,19,26,4,22,14,36,20,35,158,"5,479","7,377","2,847",5.6,11.5,-10.9,"1,759",49.6,172,"5,022",-1.0,68,0.4129,3,55,"1,465",27,69.5,57.8,362,,,,,,,,,,,"1,274",8.8,0.2,0.7,2,3,,,,,,,,"43,963",-4,"37,889","27,729",-2.9,"6,074","42,156",-10,"5,423","1,703",897,"7,749","3,482","3,482","-1,249",233.8,196.5,10.5,227.9,197.1,10.5,,,,,,,,,,,,,,,,
חצור הגלילית,2011,2034,הצפון,137,1956,11,3,9,99.8,-,4.5,4.2,865,16.9,,9.5,0.4,246,137,109,80,330,172,158,121,79,29,41,407,"5,283","6,483","4,074",4.3,5.0,2.2,"3,816",47.7,233,"5,918",7.9,56.7,0.3846,9,110,"2,366",22,40.1,24.8,698,,,,,,,,,,,"2,028",8.2,0.8,2.8,4,3,,,,,,,,"96,481",80.4,"72,481","37,818",24.2,"24,000","98,420",67.6,"11,559","15,726",980,"23,453","-2,486","-2,486","-11,505",472.6,244.6,38.7,495.6,246.1,39.1,,,,,,,,,,,,,,,,
טובא-זנגרייה,2011,0962,הצפון,139.5,1988,9,..,6,-,100,2.9,3,905,19.0,,..,2.5,49,16,33,19,22,7,15,11,67,24,39,681,"4,292","5,368","3,012",7.3,8.6,5.7,"2,190",52.9,98,"7,998",-10.0,36.7,0.2939,3,61,"1,551",25,27.6,19,539,,,,,,,,,,,"1,141",10.6,0.5,2.1,4,3,,,,,,,,"34,444",-8.4,"29,117","19,803",-5.4,"5,327","33,858",-18.7,"4,904","2,888","1,578","4,777",36,36,"-8,714",178.1,170.0,5.0,192.8,187.1,2.6,,,,,,,,,,,,,,,,
טורעאן,2011,0498,הצפון,99.6,1959,11,3,12,-,100,6.4,6.1,"1,004",20.8,,-,2.1,81,23,58,38,98,29,69,45,44,27,42,"1,528","4,450","4,873","3,562",-0.5,-0.9,1.6,"3,565",54.3,453,"8,880",-4.6,30,0.3637,5,101,"2,954",29,45.5,40.3,861,,,,,,,,,,,"2,422",9.2,0.3,1.2,3,4,,,,,,,,"71,662",15.9,"54,117","31,241",-11.3,"17,545","67,717",7.5,"10,860","3,776",287,"15,282","1,682","1,682","4,445",542.0,312.0,11.7,753.5,448.3,19.3,,,,,,,,,,,,,,,,
יאנוח-ג'ת,2011,1295,הצפון,118.2,1990,9,3,6,-,100,3,2.9,870,19.9,,..,2.1,37,11,26,17,42,13,29,27,31,16,38,163,"5,481","7,363","2,891",4.7,6.7,-1.1,"1,820",46.6,130,"4,575",9.8,72.3,0.3799,5,57,"1,383",24,..,..,472,,,,,,,,,,,"1,225",10.0,-,-,7,4,,,,,,,,"41,813",-4.4,"36,779","26,355",6.3,"5,034","42,082",-1.9,"5,367","2,356",548,"5,424",121,121,"-3,712",167.3,158.3,5.0,177.4,167.2,6.2,,,,,,,,,,,,,,,,
יבנאל,2011,0046,הצפון,102,1951,7,4,4,99.7,-,1.8,1.8,"1,143",28.9,,4.6,6.8,229,113,116,52,135,59,76,42,21,11,39,425,"5,254","6,687","4,003",-0.9,2.2,-6.5,"1,079",54.7,118,"6,770",-6.6,55.9,0.4663,5,32,591,18,66.7,50,..,,,,,,,,,,,758,8.0,1.4,5.1,7,4,,,,,,,,"23,168",-17.6,"20,603","10,870",2.6,"2,565","23,408",-16,"5,105","1,820",276,"2,941",136,136,"-2,143","16,052.1",95.3,3.2,"16,045.4",127.8,5.6,,,,,,,,,,,,,,,,
יסוד המעלה,2011,0029,הצפון,147.4,1949,7,8,2,100,-,0.8,0.8,796,10.6,,2.2,1.9,84,40,44,17,91,43,48,18,6,3,40,16,,,,,,,,,,,,,,..,5,99,20,..,..,134,,,,,,,,,,,491,7.1,-,-,8,3,,,,,,,,"10,719",-2.7,"9,427","3,509",-4.3,"1,292","11,123",-0.6,"2,677","1,071",81,"1,710",14,14,"-2,798","9,787.4",79.0,11.3,"9,802.2",82.0,10.3,,,,,,,,,,,,,,,,
יפיע,2011,0499,הצפון,86.6,1960,11,3,17,-,100,8.6,8.6,926,16.2,,-,2.6,260,95,165,112,200,59,141,93,97,73,42,"1,308","4,758","5,283","3,633",1.2,2.1,-0.6,"5,317",48.9,486,"6,944",-2.6,39.7,0.3385,9,141,"4,119",29,60.1,48,"1,038",,,,,,,,,,,"3,820",10.5,1.1,4,3,5,,,,,,,,"62,467",-11.8,"57,761","40,692",1.8,"4,706","63,211",-8.5,"8,703","1,139",117,"5,353",-97,-97,"-2,006","1,035.3",448.8,12.8,"1,042.3",463.3,13.5,,,,,,,,,,,,,,,,
ירוחם,2011,0831,הדרום,125.7,1959,4,4,8,97.1,-,4.3,4,892,18.7,,17,-0.6,262,145,117,98,378,198,180,148,81,39,39,694,"6,394","8,042","4,565",3.9,5.0,0.8,"3,582",41.2,112,"8,371",3.1,42.9,0.4097,8,90,"1,712",19,43.1,29.3,"1,061",,,,,,,,,,,"1,481",8.2,0.2,1.1,4,3,,,,,,,,"75,836",-14.6,"61,554","35,595",7.2,"14,282","77,626",-11.6,"16,822","5,521",311,"14,414","-1,658","-4,158","-4,591",745.7,227.2,16.8,765.4,229.9,14.7,,,,,,,,,,,,,,,,
ירכא,2011,0502,הצפון,111.4,-,11,2,15,-,100,7.8,7.5,933,16.5,,-,2.1,51,11,40,29,49,15,34,30,73,50,38,828,"5,146","6,445","3,001",2.4,4.2,-2.1,"3,549",52.3,461,"5,886",5.0,53.1,0.3841,11,155,"3,861",25,39.8,24.6,"1,353",,,,,,,,,,,"3,247",9.9,1.5,5.3,6,4,,,,,,,,"100,632",45.1,"83,547","52,931",60.2,"17,085","103,871",23.9,"14,789","3,278","5,354","20,434",110,110,"-45,692",615.6,352.5,92.7,656.5,355.3,84.6,,,,,,,,,,,,,,,,
כאבול,2011,0504,הצפון,98.8,1976,10,2,13,-,100,6.3,6.3,949,17.8,,-,1.0,53,13,40,31,69,22,47,33,62,39,39,"1,355","4,722","5,432","3,356",3.5,3.0,5.1,"3,139",53.1,243,"5,475",1.8,53.9,0.3497,6,91,"2,560",28,73.4,50,649,,,,,,,,,,,"2,276",9.8,1,4.8,5,4,,,,,,,,"56,480",-1.8,"49,010","34,163",6.3,"7,470","54,286",-6.9,"9,092","3,512",460,"5,684",408,408,"-5,007",407.9,313.3,5.4,425.4,332.6,6.1,,,,,,,,,,,,,,,,
כאוכב אבו אל-היג'א,2011,0505,הצפון,98.3,1984,8,2,3,-,100,1.5,1.5,904,21.5,,-,3.8,24,4,20,15,16,4,12,10,22,13,37,298,"5,565","6,548","4,094",6.6,5.2,7.8,"1,126",46,72,"5,568",5.2,41.7,0.3744,..,22,619,28,52.8,49.1,180,,,,,,,,,,,860,9.3,0.7,2.1,2,4,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,.., .. ,..,..,..,..,..,..,,,,,,,,,,,,,,,,
כוכב יאיר,2011,1224,המרכז,19,1981,11,9,9,100,-,4.6,4.6,640,8.5,,7.3,-0.7,254,135,119,39,450,229,221,177,63,32,46,..,"13,034","17,412","8,603",2.9,3.3,1.5,"4,652",30.2,494,"11,638",-8.7,32.4,0.4852,4,59,"1,744",30,85.2,81.2,"1,018",,,,,,,,,,,"3,805",6.1,0.3,0.7,5,7,,,,,,,,"52,965",-9.6,"49,484","13,876",1.9,"3,481","50,145",-25.8,"18,468","2,276",317,"2,241","1,580","1,580","-6,261",550.2,454.6,13.1,550.7,454.8,13.5,,,,,,,,,,,,,,,,
כסיפה,2011,1059,הדרום,111.8,1996,9,2,17,-,100,8.5,8.7,"1,581",28.1,,..,-1.0,58,21,37,26,149,67,82,57,44,33,34,"3,612","4,588","5,257","2,994",2.5,2.1,2.9,"2,668",49,82,"6,880",18.2,51.2,0.3131,10,232,"6,212",27,53,38.9,768,,,,,,,,,,,908,11.8,0.2,2.1,8,4,,,,,,,,"56,972",-18.2,"47,751","34,307",1.7,"9,221","56,296",-22,"13,583","2,728",761,"8,716",171,171,"-7,868",151.2,139.5,-,153.2,139.0,-,,,,,,,,,,,,,,,,
כסרא-סמיע,2011,1296,הצפון,122.7,1990,10,2,8,-,100,3.8,3.8,990,20.3,,-,1.3,42,14,28,27,62,20,42,35,34,19,34,408,"5,664","7,486","2,790",8.5,10.9,-1.5,"2,255",46.9,172,"4,316",2.7,73.3,0.3740,5,81,"1,997",25,67.4,33.3,328,,,,,,,,,,,"1,400",10.0,0.4,1.8,6,4,,,,,,,,"40,037",2.8,"34,148","23,760",-3.4,"5,889","40,821",5.4,"7,858","2,423",220,"6,741",68,68,113,247.4,218.4,6.0,253.0,228.5,6.2,,,,,,,,,,,,,,,,
כעביה-טבאש-חג'אג'רה,2011,0978,הצפון,85.9,1996,10,3,5,-,100,2.3,2.3,"1,054",23.6,,-,2.3,20,8,12,14,50,16,34,24,29,17,41,353,"4,564","5,553","2,957",2.1,6.7,-9.2,"1,568",51.8,86,"6,293",9.2,61.6,0.3183,3,50,"1,342",27,35.5,17.2,..,,,,,,,,,,,938,11.0,-,-,9,5,,,,,,,,"21,638",19.7,"18,156","13,722",2,"3,482","21,678",21.1,"3,334","1,580",420,"3,496",-26,-26,"-4,684",77.3,76.8,0.5,77.4,77.0,0.4,,,,,,,,,,,,,,,,
כפר ברא,2011,0633,המרכז,13.7,1963,7,3,3,-,100,1.5,1.5,"1,224",25.1,,-,1.9,26,7,19,11,35,9,26,17,8,7,43,26,"5,134","6,184","3,352",-1.8,-1.7,-2.5,879,49.8,115,"6,784",3.1,39.1,0.3721,..,30,796,27,49,38.8,189,,,,,,,,,,,630,8.3,2,6.4,1,7,,,,,,,,"18,266",-9.1,"17,303","12,661",11.4,963,"17,285",-4.5,"3,390","1,115",196,442,460,460,-116,772.5,85.3,5.8,761.3,99.7,5.5,,,,,,,,,,,,,,,,
כפר ורדים,2011,1263,הצפון,122.1,1993,9,9,6,98.5,-,2.7,2.9,697,3.9,,4.6,0.0,258,131,127,40,297,150,147,66,50,23,49,16,"12,206","16,656","7,868",4.9,6.6,0.2,"2,589",30.9,246,"8,145",0.4,45.5,0.4705,4,54,"1,290",24,82.7,78.6,510,,,,,,,,,,,"2,085",6.2,0.7,1.7,5,4,,,,,,,,"39,740",7.1,"36,140","14,456",4.2,"3,600","40,721",7.7,"13,790","2,451",315,"4,051",-530,-530,"-3,711",305.3,294.7,10.5,328.7,315.8,12.8,,,,,,,,,,,,,,,,
כפר יאסיף,2011,0507,הצפון,106.9,1925,10,4,9,-,100,4.5,4.4,756,14.3,,-,1.7,164,57,107,60,120,35,85,64,69,39,39,868,"4,912","5,429","4,286",2.5,3.1,1.4,"3,284",52.6,480,"6,301",12.3,49.4,0.3852,4,76,"2,241",29,41.9,38.1,680,,,,,,,,,,,"2,749",9.2,2.6,7,1,4,,,,,,,,"58,419",13.6,"50,963","32,406",18.5,"7,456","57,835",15.9,"5,990","3,969","1,000","7,486",614,614,"-10,913","1,624.8",298.9,44.1,"1,681.4",350.3,46.7,,,,,,,,,,,,,,,,
כפר יונה,2011,0168,המרכז,22.4,1940,11,7,20,100,-,9.7,9.8,747,19.4,,7.8,3.6,958,484,474,180,676,355,321,145,190,91,42,315,"8,733","11,371","6,297",2.7,4.3,-0.7,"8,273",32.4,780,"8,268",4.8,39.4,0.4198,7,111,"3,115",28,61.3,54.4,"1,643",,,,,,,,,,,"5,694",7.4,0.7,2,3,7,,,,,,,,"112,715",-13.2,"89,396","38,880",8.2,"23,319","112,647",-10.8,"33,446","3,595",441,"23,286",35,35,510,754.2,678.9,13.9,762.6,695.8,15.4,,,,,,,,,,,,,,,,
כפר כמא,2011,0508,הצפון,95.4,1950,7,4,3,-,,1.5,1.5,716,9.8,,-,2.1,16,7,9,6,15,5,10,..,20,8,38,64,"6,126","7,466","4,609",5.0,6.0,1.6,"1,152",42.7,107,"4,776",-5.4,60.7,0.3926,..,24,441,18,53.7,48.1,197,,,,,,,,,,,877,8.6,0.3,1,1,4,,,,,,,,"17,354",3.2,"15,109","10,001",-3.3,"2,245","17,329",5.2,"1,793","1,049",153,"2,371",151,151,"-5,107",102.9,84.2,3.4,146.2,119.2,13.0,,,,,,,,,,,,,,,,
כפר כנא,2011,0509,הצפון,93.3,1968,13,2,20,-,100,9.9,9.8,"1,050",20.8,,-,2.7,142,40,102,71,176,48,128,97,100,68,42,"3,335","4,062","4,504","3,173",-0.3,-0.2,-0.1,"5,510",60.5,550,"7,308",8.1,47.6,0.3685,12,200,"5,568",28,50.6,32,"1,230",,,,,,,,,,,"4,142",10.1,1.3,4.7,4,5,,,,,,,,"88,127",-10.5,"80,750","50,252",-3.6,"7,377","85,928",-13.3,"16,178","6,043",413,"4,918",-260,-260,"-4,126",870.6,685.1,22.2,817.4,625.4,28.1,,,,,,,,,,,,,,,,
